studyAccession,individualAccession,individualName,sampleAccession,sampleDescription,sampleName,gender,runAccession,dataName,experimentAccession,platform,strategy
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027415,HRR027415_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027415/HRR027415_f1.fq.gz,HRX026272,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027415,HRR027415_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027415/HRR027415_r2.fq.gz,HRX026272,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027416,HRR027416_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027416/HRR027416_f1.fq.gz,HRX026273,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027416,HRR027416_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027416/HRR027416_r2.fq.gz,HRX026273,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027417,HRR027417_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027417/HRR027417_f1.fq.gz,HRX026274,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027417,HRR027417_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027417/HRR027417_r2.fq.gz,HRX026274,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027418,HRR027418_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027418/HRR027418_f1.fq.gz,HRX026275,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027418,HRR027418_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027418/HRR027418_r2.fq.gz,HRX026275,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027419,HRR027419_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027419/HRR027419_f1.fq.gz,HRX026276,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027419,HRR027419_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027419/HRR027419_r2.fq.gz,HRX026276,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027420,HRR027420_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027420/HRR027420_f1.fq.gz,HRX026277,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027420,HRR027420_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027420/HRR027420_r2.fq.gz,HRX026277,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027421,HRR027421_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027421/HRR027421_f1.fq.gz,HRX026278,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027421,HRR027421_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027421/HRR027421_r2.fq.gz,HRX026278,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027422,HRR027422_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027422/HRR027422_f1.fq.gz,HRX026279,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027422,HRR027422_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027422/HRR027422_r2.fq.gz,HRX026279,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027423,HRR027423_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027423/HRR027423_f1.fq.gz,HRX026280,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027423,HRR027423_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027423/HRR027423_r2.fq.gz,HRX026280,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027424,HRR027424_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027424/HRR027424_f1.fq.gz,HRX026281,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027424,HRR027424_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027424/HRR027424_r2.fq.gz,HRX026281,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027425,HRR027425_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027425/HRR027425_f1.fq.gz,HRX026282,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027425,HRR027425_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027425/HRR027425_r2.fq.gz,HRX026282,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027426,HRR027426_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027426/HRR027426_f1.fq.gz,HRX026283,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027426,HRR027426_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027426/HRR027426_r2.fq.gz,HRX026283,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027427,HRR027427_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027427/HRR027427_f1.fq.gz,HRX026284,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027427,HRR027427_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027427/HRR027427_r2.fq.gz,HRX026284,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027428,HRR027428_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027428/HRR027428_f1.fq.gz,HRX026285,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027428,HRR027428_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027428/HRR027428_r2.fq.gz,HRX026285,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027429,HRR027429_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027429/HRR027429_f1.fq.gz,HRX026286,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027429,HRR027429_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027429/HRR027429_r2.fq.gz,HRX026286,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027430,HRR027430_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027430/HRR027430_f1.fq.gz,HRX026287,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027430,HRR027430_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027430/HRR027430_r2.fq.gz,HRX026287,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027431,HRR027431_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027431/HRR027431_f1.fq.gz,HRX026288,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027431,HRR027431_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027431/HRR027431_r2.fq.gz,HRX026288,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027432,HRR027432_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027432/HRR027432_f1.fq.gz,HRX026289,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027432,HRR027432_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027432/HRR027432_r2.fq.gz,HRX026289,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027433,HRR027433_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027433/HRR027433_f1.fq.gz,HRX026290,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027433,HRR027433_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027433/HRR027433_r2.fq.gz,HRX026290,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027434,HRR027434_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027434/HRR027434_f1.fq.gz,HRX026291,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027434,HRR027434_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027434/HRR027434_r2.fq.gz,HRX026291,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027435,HRR027435_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027435/HRR027435_f1.fq.gz,HRX026292,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027435,HRR027435_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027435/HRR027435_r2.fq.gz,HRX026292,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027436,HRR027436_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027436/HRR027436_f1.fq.gz,HRX026293,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027436,HRR027436_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027436/HRR027436_r2.fq.gz,HRX026293,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027437,HRR027437_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027437/HRR027437_f1.fq.gz,HRX026294,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027437,HRR027437_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027437/HRR027437_r2.fq.gz,HRX026294,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027438,HRR027438_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027438/HRR027438_f1.fq.gz,HRX026295,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027438,HRR027438_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027438/HRR027438_r2.fq.gz,HRX026295,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027439,HRR027439_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027439/HRR027439_f1.fq.gz,HRX026296,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027439,HRR027439_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027439/HRR027439_r2.fq.gz,HRX026296,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027440,HRR027440_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027440/HRR027440_f1.fq.gz,HRX026297,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027440,HRR027440_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027440/HRR027440_r2.fq.gz,HRX026297,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027441,HRR027441_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027441/HRR027441_f1.fq.gz,HRX026298,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027441,HRR027441_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027441/HRR027441_r2.fq.gz,HRX026298,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027442,HRR027442_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027442/HRR027442_f1.fq.gz,HRX026299,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027442,HRR027442_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027442/HRR027442_r2.fq.gz,HRX026299,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027443,HRR027443_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027443/HRR027443_f1.fq.gz,HRX026300,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027443,HRR027443_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027443/HRR027443_r2.fq.gz,HRX026300,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027444,HRR027444_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027444/HRR027444_f1.fq.gz,HRX026301,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027444,HRR027444_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027444/HRR027444_r2.fq.gz,HRX026301,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027445,HRR027445_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027445/HRR027445_f1.fq.gz,HRX026302,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027445,HRR027445_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027445/HRR027445_r2.fq.gz,HRX026302,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027446,HRR027446_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027446/HRR027446_f1.fq.gz,HRX026303,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027446,HRR027446_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027446/HRR027446_r2.fq.gz,HRX026303,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027447,HRR027447_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027447/HRR027447_f1.fq.gz,HRX026304,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027447,HRR027447_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027447/HRR027447_r2.fq.gz,HRX026304,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027448,HRR027448_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027448/HRR027448_f1.fq.gz,HRX026305,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027448,HRR027448_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027448/HRR027448_r2.fq.gz,HRX026305,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027449,HRR027449_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027449/HRR027449_f1.fq.gz,HRX026306,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027449,HRR027449_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027449/HRR027449_r2.fq.gz,HRX026306,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027450,HRR027450_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027450/HRR027450_f1.fq.gz,HRX026307,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027450,HRR027450_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027450/HRR027450_r2.fq.gz,HRX026307,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027451,HRR027451_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027451/HRR027451_f1.fq.gz,HRX026308,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027451,HRR027451_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027451/HRR027451_r2.fq.gz,HRX026308,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027452,HRR027452_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027452/HRR027452_f1.fq.gz,HRX026309,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027452,HRR027452_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027452/HRR027452_r2.fq.gz,HRX026309,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027453,HRR027453_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027453/HRR027453_f1.fq.gz,HRX026310,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027453,HRR027453_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027453/HRR027453_r2.fq.gz,HRX026310,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027454,HRR027454_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027454/HRR027454_f1.fq.gz,HRX026311,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027454,HRR027454_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027454/HRR027454_r2.fq.gz,HRX026311,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027455,HRR027455_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027455/HRR027455_f1.fq.gz,HRX026312,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027455,HRR027455_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027455/HRR027455_r2.fq.gz,HRX026312,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027456,HRR027456_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027456/HRR027456_f1.fq.gz,HRX026313,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027456,HRR027456_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027456/HRR027456_r2.fq.gz,HRX026313,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027457,HRR027457_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027457/HRR027457_f1.fq.gz,HRX026314,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027457,HRR027457_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027457/HRR027457_r2.fq.gz,HRX026314,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027458,HRR027458_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027458/HRR027458_f1.fq.gz,HRX026315,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027458,HRR027458_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027458/HRR027458_r2.fq.gz,HRX026315,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027459,HRR027459_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027459/HRR027459_f1.fq.gz,HRX026316,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027459,HRR027459_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027459/HRR027459_r2.fq.gz,HRX026316,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027460,HRR027460_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027460/HRR027460_f1.fq.gz,HRX026317,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027460,HRR027460_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027460/HRR027460_r2.fq.gz,HRX026317,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027461,HRR027461_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027461/HRR027461_f1.fq.gz,HRX026318,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027461,HRR027461_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027461/HRR027461_r2.fq.gz,HRX026318,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027462,HRR027462_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027462/HRR027462_f1.fq.gz,HRX026319,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027462,HRR027462_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027462/HRR027462_r2.fq.gz,HRX026319,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027463,HRR027463_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027463/HRR027463_f1.fq.gz,HRX026320,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027463,HRR027463_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027463/HRR027463_r2.fq.gz,HRX026320,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027464,HRR027464_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027464/HRR027464_f1.fq.gz,HRX026321,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027464,HRR027464_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027464/HRR027464_r2.fq.gz,HRX026321,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027465,HRR027465_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027465/HRR027465_f1.fq.gz,HRX026322,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027465,HRR027465_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027465/HRR027465_r2.fq.gz,HRX026322,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027466,HRR027466_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027466/HRR027466_f1.fq.gz,HRX026323,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027466,HRR027466_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027466/HRR027466_r2.fq.gz,HRX026323,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027467,HRR027467_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027467/HRR027467_f1.fq.gz,HRX026324,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027467,HRR027467_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027467/HRR027467_r2.fq.gz,HRX026324,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027468,HRR027468_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027468/HRR027468_f1.fq.gz,HRX026325,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027468,HRR027468_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027468/HRR027468_r2.fq.gz,HRX026325,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027469,HRR027469_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027469/HRR027469_f1.fq.gz,HRX026326,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027469,HRR027469_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027469/HRR027469_r2.fq.gz,HRX026326,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027470,HRR027470_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027470/HRR027470_f1.fq.gz,HRX026327,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027470,HRR027470_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027470/HRR027470_r2.fq.gz,HRX026327,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027471,HRR027471_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027471/HRR027471_f1.fq.gz,HRX026328,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027471,HRR027471_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027471/HRR027471_r2.fq.gz,HRX026328,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027472,HRR027472_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027472/HRR027472_f1.fq.gz,HRX026329,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027472,HRR027472_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027472/HRR027472_r2.fq.gz,HRX026329,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027473,HRR027473_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027473/HRR027473_f1.fq.gz,HRX026330,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027473,HRR027473_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027473/HRR027473_r2.fq.gz,HRX026330,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027474,HRR027474_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027474/HRR027474_f1.fq.gz,HRX026331,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027474,HRR027474_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027474/HRR027474_r2.fq.gz,HRX026331,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027475,HRR027475_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027475/HRR027475_f1.fq.gz,HRX026332,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027475,HRR027475_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027475/HRR027475_r2.fq.gz,HRX026332,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027476,HRR027476_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027476/HRR027476_f1.fq.gz,HRX026333,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027476,HRR027476_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027476/HRR027476_r2.fq.gz,HRX026333,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027477,HRR027477_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027477/HRR027477_f1.fq.gz,HRX026334,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027477,HRR027477_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027477/HRR027477_r2.fq.gz,HRX026334,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027478,HRR027478_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027478/HRR027478_f1.fq.gz,HRX026335,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027478,HRR027478_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027478/HRR027478_r2.fq.gz,HRX026335,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027479,HRR027479_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027479/HRR027479_f1.fq.gz,HRX026336,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027479,HRR027479_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027479/HRR027479_r2.fq.gz,HRX026336,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027480,HRR027480_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027480/HRR027480_f1.fq.gz,HRX026337,Null,
HRA000087,HRI025253,Null,HRS025253,,NPC16M,male,HRR027480,HRR027480_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027480/HRR027480_r2.fq.gz,HRX026337,Null,
