studyAccession,individualAccession,individualName,sampleAccession,sampleDescription,sampleName,gender,runAccession,dataName,experimentAccession,platform,strategy
,HRI968343,Null,HRS1236289,,T286,female,HRR1756920,HRR1756920_r2.fq.gz::NOT_FOUND,HRX1413771,Null,
HRA007413,HRI968344,Null,HRS1236290,,T287,male,HRR1756921,HRR1756921_f1.fq.gz::NOT_FOUND,HRX1413772,Null,
HRA007413,HRI968344,Null,HRS1236290,,T287,male,HRR1756921,HRR1756921_r2.fq.gz::NOT_FOUND,HRX1413772,Null,
,HRI968345,Null,HRS1236291,,T288,male,HRR1756571,HRR1756571_f1.fq.gz::NOT_FOUND,HRX1413422,Null,
,HRI968345,Null,HRS1236291,,T288,male,HRR1756571,HRR1756571_r2.fq.gz::NOT_FOUND,HRX1413422,Null,
,HRI968345,Null,HRS1236291,,T288,male,HRR1756922,HRR1756922_f1.fq.gz::NOT_FOUND,HRX1413773,Null,
,HRI968345,Null,HRS1236291,,T288,male,HRR1756922,HRR1756922_r2.fq.gz::NOT_FOUND,HRX1413773,Null,
,HRI968346,Null,HRS1236292,,T289,male,HRR1756572,HRR1756572_f1.fq.gz::NOT_FOUND,HRX1413423,Null,
,HRI968346,Null,HRS1236292,,T289,male,HRR1756572,HRR1756572_r2.fq.gz::NOT_FOUND,HRX1413423,Null,
,HRI968346,Null,HRS1236292,,T289,male,HRR1756923,HRR1756923_f1.fq.gz::NOT_FOUND,HRX1413774,Null,
,HRI968346,Null,HRS1236292,,T289,male,HRR1756923,HRR1756923_r2.fq.gz::NOT_FOUND,HRX1413774,Null,
,HRI968347,Null,HRS1236293,,T290,male,HRR1756573,HRR1756573_f1.fq.gz::NOT_FOUND,HRX1413424,Null,
,HRI968347,Null,HRS1236293,,T290,male,HRR1756573,HRR1756573_r2.fq.gz::NOT_FOUND,HRX1413424,Null,
,HRI968347,Null,HRS1236293,,T290,male,HRR1756924,HRR1756924_f1.fq.gz::NOT_FOUND,HRX1413775,Null,
,HRI968347,Null,HRS1236293,,T290,male,HRR1756924,HRR1756924_r2.fq.gz::NOT_FOUND,HRX1413775,Null,
,HRI968348,Null,HRS1236294,,T291,male,HRR1756574,HRR1756574_f1.fq.gz::NOT_FOUND,HRX1413425,Null,
,HRI968348,Null,HRS1236294,,T291,male,HRR1756574,HRR1756574_r2.fq.gz::NOT_FOUND,HRX1413425,Null,
,HRI968348,Null,HRS1236294,,T291,male,HRR1756925,HRR1756925_f1.fq.gz::NOT_FOUND,HRX1413776,Null,
,HRI968348,Null,HRS1236294,,T291,male,HRR1756925,HRR1756925_r2.fq.gz::NOT_FOUND,HRX1413776,Null,
,HRI968349,Null,HRS1236295,,T292,male,HRR1756575,HRR1756575_f1.fq.gz::NOT_FOUND,HRX1413426,Null,
,HRI968349,Null,HRS1236295,,T292,male,HRR1756575,HRR1756575_r2.fq.gz::NOT_FOUND,HRX1413426,Null,
,HRI968349,Null,HRS1236295,,T292,male,HRR1756926,HRR1756926_f1.fq.gz::NOT_FOUND,HRX1413777,Null,
,HRI968349,Null,HRS1236295,,T292,male,HRR1756926,HRR1756926_r2.fq.gz::NOT_FOUND,HRX1413777,Null,
HRA007413,HRI968350,Null,HRS1236296,,T293,female,HRR1756927,HRR1756927_f1.fq.gz::NOT_FOUND,HRX1413778,Null,
HRA007413,HRI968350,Null,HRS1236296,,T293,female,HRR1756927,HRR1756927_r2.fq.gz::NOT_FOUND,HRX1413778,Null,
,HRI968351,Null,HRS1236297,,T294,female,HRR1756576,HRR1756576_f1.fq.gz::NOT_FOUND,HRX1413427,Null,
,HRI968351,Null,HRS1236297,,T294,female,HRR1756576,HRR1756576_r2.fq.gz::NOT_FOUND,HRX1413427,Null,
,HRI968351,Null,HRS1236297,,T294,female,HRR1756928,HRR1756928_f1.fq.gz::NOT_FOUND,HRX1413779,Null,
,HRI968351,Null,HRS1236297,,T294,female,HRR1756928,HRR1756928_r2.fq.gz::NOT_FOUND,HRX1413779,Null,
,HRI968352,Null,HRS1236298,,T295,male,HRR1756577,HRR1756577_f1.fq.gz::NOT_FOUND,HRX1413428,Null,
,HRI968352,Null,HRS1236298,,T295,male,HRR1756577,HRR1756577_r2.fq.gz::NOT_FOUND,HRX1413428,Null,
,HRI968352,Null,HRS1236298,,T295,male,HRR1756929,HRR1756929_f1.fq.gz::NOT_FOUND,HRX1413780,Null,
,HRI968352,Null,HRS1236298,,T295,male,HRR1756929,HRR1756929_r2.fq.gz::NOT_FOUND,HRX1413780,Null,
,HRI968353,Null,HRS1236299,,T296,male,HRR1756578,HRR1756578_f1.fq.gz::NOT_FOUND,HRX1413429,Null,
,HRI968353,Null,HRS1236299,,T296,male,HRR1756578,HRR1756578_r2.fq.gz::NOT_FOUND,HRX1413429,Null,
,HRI968353,Null,HRS1236299,,T296,male,HRR1756930,HRR1756930_f1.fq.gz::NOT_FOUND,HRX1413781,Null,
,HRI968353,Null,HRS1236299,,T296,male,HRR1756930,HRR1756930_r2.fq.gz::NOT_FOUND,HRX1413781,Null,
,HRI968354,Null,HRS1236300,,T297,male,HRR1756579,HRR1756579_f1.fq.gz::NOT_FOUND,HRX1413430,Null,
,HRI968354,Null,HRS1236300,,T297,male,HRR1756579,HRR1756579_r2.fq.gz::NOT_FOUND,HRX1413430,Null,
,HRI968354,Null,HRS1236300,,T297,male,HRR1756931,HRR1756931_f1.fq.gz::NOT_FOUND,HRX1413782,Null,
,HRI968354,Null,HRS1236300,,T297,male,HRR1756931,HRR1756931_r2.fq.gz::NOT_FOUND,HRX1413782,Null,
,HRI968355,Null,HRS1236301,,T298,female,HRR1756580,HRR1756580_f1.fq.gz::NOT_FOUND,HRX1413431,Null,
,HRI968355,Null,HRS1236301,,T298,female,HRR1756580,HRR1756580_r2.fq.gz::NOT_FOUND,HRX1413431,Null,
,HRI968355,Null,HRS1236301,,T298,female,HRR1756932,HRR1756932_f1.fq.gz::NOT_FOUND,HRX1413783,Null,
,HRI968355,Null,HRS1236301,,T298,female,HRR1756932,HRR1756932_r2.fq.gz::NOT_FOUND,HRX1413783,Null,
,HRI968356,Null,HRS1236302,,T299,female,HRR1756581,HRR1756581_f1.fq.gz::NOT_FOUND,HRX1413432,Null,
,HRI968356,Null,HRS1236302,,T299,female,HRR1756581,HRR1756581_r2.fq.gz::NOT_FOUND,HRX1413432,Null,
,HRI968356,Null,HRS1236302,,T299,female,HRR1756933,HRR1756933_f1.fq.gz::NOT_FOUND,HRX1413784,Null,
,HRI968356,Null,HRS1236302,,T299,female,HRR1756933,HRR1756933_r2.fq.gz::NOT_FOUND,HRX1413784,Null,
,HRI968357,Null,HRS1236303,,T300,male,HRR1756582,HRR1756582_f1.fq.gz::NOT_FOUND,HRX1413433,Null,
,HRI968357,Null,HRS1236303,,T300,male,HRR1756582,HRR1756582_r2.fq.gz::NOT_FOUND,HRX1413433,Null,
,HRI968357,Null,HRS1236303,,T300,male,HRR1756934,HRR1756934_f1.fq.gz::NOT_FOUND,HRX1413785,Null,
,HRI968357,Null,HRS1236303,,T300,male,HRR1756934,HRR1756934_r2.fq.gz::NOT_FOUND,HRX1413785,Null,
,HRI968358,Null,HRS1236304,,T301,female,HRR1756583,HRR1756583_f1.fq.gz::NOT_FOUND,HRX1413434,Null,
,HRI968358,Null,HRS1236304,,T301,female,HRR1756583,HRR1756583_r2.fq.gz::NOT_FOUND,HRX1413434,Null,
,HRI968358,Null,HRS1236304,,T301,female,HRR1756935,HRR1756935_f1.fq.gz::NOT_FOUND,HRX1413786,Null,
,HRI968358,Null,HRS1236304,,T301,female,HRR1756935,HRR1756935_r2.fq.gz::NOT_FOUND,HRX1413786,Null,
,HRI968359,Null,HRS1236305,,T302,male,HRR1756584,HRR1756584_f1.fq.gz::NOT_FOUND,HRX1413435,Null,
,HRI968359,Null,HRS1236305,,T302,male,HRR1756584,HRR1756584_r2.fq.gz::NOT_FOUND,HRX1413435,Null,
,HRI968359,Null,HRS1236305,,T302,male,HRR1756936,HRR1756936_f1.fq.gz::NOT_FOUND,HRX1413787,Null,
,HRI968359,Null,HRS1236305,,T302,male,HRR1756936,HRR1756936_r2.fq.gz::NOT_FOUND,HRX1413787,Null,
,HRI968360,Null,HRS1236306,,T303,male,HRR1756585,HRR1756585_f1.fq.gz::NOT_FOUND,HRX1413436,Null,
,HRI968360,Null,HRS1236306,,T303,male,HRR1756585,HRR1756585_r2.fq.gz::NOT_FOUND,HRX1413436,Null,
,HRI968360,Null,HRS1236306,,T303,male,HRR1756937,HRR1756937_f1.fq.gz::NOT_FOUND,HRX1413788,Null,
,HRI968360,Null,HRS1236306,,T303,male,HRR1756937,HRR1756937_r2.fq.gz::NOT_FOUND,HRX1413788,Null,
,HRI968361,Null,HRS1236307,,T304,female,HRR1756586,HRR1756586_f1.fq.gz::NOT_FOUND,HRX1413437,Null,
,HRI968361,Null,HRS1236307,,T304,female,HRR1756586,HRR1756586_r2.fq.gz::NOT_FOUND,HRX1413437,Null,
,HRI968361,Null,HRS1236307,,T304,female,HRR1756938,HRR1756938_f1.fq.gz::NOT_FOUND,HRX1413789,Null,
,HRI968361,Null,HRS1236307,,T304,female,HRR1756938,HRR1756938_r2.fq.gz::NOT_FOUND,HRX1413789,Null,
,HRI968362,Null,HRS1236308,,T305,male,HRR1756587,HRR1756587_f1.fq.gz::NOT_FOUND,HRX1413438,Null,
,HRI968362,Null,HRS1236308,,T305,male,HRR1756587,HRR1756587_r2.fq.gz::NOT_FOUND,HRX1413438,Null,
,HRI968362,Null,HRS1236308,,T305,male,HRR1756939,HRR1756939_f1.fq.gz::NOT_FOUND,HRX1413790,Null,
,HRI968362,Null,HRS1236308,,T305,male,HRR1756939,HRR1756939_r2.fq.gz::NOT_FOUND,HRX1413790,Null,
,HRI968363,Null,HRS1236309,,T306,female,HRR1756588,HRR1756588_f1.fq.gz::NOT_FOUND,HRX1413439,Null,
,HRI968363,Null,HRS1236309,,T306,female,HRR1756588,HRR1756588_r2.fq.gz::NOT_FOUND,HRX1413439,Null,
,HRI968363,Null,HRS1236309,,T306,female,HRR1756940,HRR1756940_f1.fq.gz::NOT_FOUND,HRX1413791,Null,
,HRI968363,Null,HRS1236309,,T306,female,HRR1756940,HRR1756940_r2.fq.gz::NOT_FOUND,HRX1413791,Null,
,HRI968364,Null,HRS1236310,,T307,female,HRR1756589,HRR1756589_f1.fq.gz::NOT_FOUND,HRX1413440,Null,
,HRI968364,Null,HRS1236310,,T307,female,HRR1756589,HRR1756589_r2.fq.gz::NOT_FOUND,HRX1413440,Null,
,HRI968364,Null,HRS1236310,,T307,female,HRR1756941,HRR1756941_f1.fq.gz::NOT_FOUND,HRX1413792,Null,
,HRI968364,Null,HRS1236310,,T307,female,HRR1756941,HRR1756941_r2.fq.gz::NOT_FOUND,HRX1413792,Null,
,HRI968365,Null,HRS1236311,,T308,female,HRR1756590,HRR1756590_f1.fq.gz::NOT_FOUND,HRX1413441,Null,
,HRI968365,Null,HRS1236311,,T308,female,HRR1756590,HRR1756590_r2.fq.gz::NOT_FOUND,HRX1413441,Null,
,HRI968365,Null,HRS1236311,,T308,female,HRR1756942,HRR1756942_f1.fq.gz::NOT_FOUND,HRX1413793,Null,
,HRI968365,Null,HRS1236311,,T308,female,HRR1756942,HRR1756942_r2.fq.gz::NOT_FOUND,HRX1413793,Null,
,HRI968366,Null,HRS1236312,,T309,female,HRR1756591,HRR1756591_f1.fq.gz::NOT_FOUND,HRX1413442,Null,
,HRI968366,Null,HRS1236312,,T309,female,HRR1756591,HRR1756591_r2.fq.gz::NOT_FOUND,HRX1413442,Null,
,HRI968366,Null,HRS1236312,,T309,female,HRR1756943,HRR1756943_f1.fq.gz::NOT_FOUND,HRX1413794,Null,
,HRI968366,Null,HRS1236312,,T309,female,HRR1756943,HRR1756943_r2.fq.gz::NOT_FOUND,HRX1413794,Null,
,HRI968367,Null,HRS1236313,,T310,female,HRR1756592,HRR1756592_f1.fq.gz::NOT_FOUND,HRX1413443,Null,
,HRI968367,Null,HRS1236313,,T310,female,HRR1756592,HRR1756592_r2.fq.gz::NOT_FOUND,HRX1413443,Null,
,HRI968367,Null,HRS1236313,,T310,female,HRR1756944,HRR1756944_f1.fq.gz::NOT_FOUND,HRX1413795,Null,
,HRI968367,Null,HRS1236313,,T310,female,HRR1756944,HRR1756944_r2.fq.gz::NOT_FOUND,HRX1413795,Null,
,HRI968368,Null,HRS1236314,,T311,male,HRR1756593,HRR1756593_f1.fq.gz::NOT_FOUND,HRX1413444,Null,
,HRI968368,Null,HRS1236314,,T311,male,HRR1756593,HRR1756593_r2.fq.gz::NOT_FOUND,HRX1413444,Null,
,HRI968368,Null,HRS1236314,,T311,male,HRR1756945,HRR1756945_f1.fq.gz::NOT_FOUND,HRX1413796,Null,
,HRI968368,Null,HRS1236314,,T311,male,HRR1756945,HRR1756945_r2.fq.gz::NOT_FOUND,HRX1413796,Null,
,HRI968369,Null,HRS1236315,,T312,female,HRR1756594,HRR1756594_f1.fq.gz::NOT_FOUND,HRX1413445,Null,
,HRI968369,Null,HRS1236315,,T312,female,HRR1756594,HRR1756594_r2.fq.gz::NOT_FOUND,HRX1413445,Null,
,HRI968369,Null,HRS1236315,,T312,female,HRR1756946,HRR1756946_f1.fq.gz::NOT_FOUND,HRX1413797,Null,
,HRI968369,Null,HRS1236315,,T312,female,HRR1756946,HRR1756946_r2.fq.gz::NOT_FOUND,HRX1413797,Null,
,HRI968370,Null,HRS1236316,,T313,female,HRR1756595,HRR1756595_f1.fq.gz::NOT_FOUND,HRX1413446,Null,
,HRI968370,Null,HRS1236316,,T313,female,HRR1756595,HRR1756595_r2.fq.gz::NOT_FOUND,HRX1413446,Null,
,HRI968370,Null,HRS1236316,,T313,female,HRR1756947,HRR1756947_f1.fq.gz::NOT_FOUND,HRX1413798,Null,
,HRI968370,Null,HRS1236316,,T313,female,HRR1756947,HRR1756947_r2.fq.gz::NOT_FOUND,HRX1413798,Null,
,HRI968371,Null,HRS1236317,,T314,female,HRR1756596,HRR1756596_f1.fq.gz::NOT_FOUND,HRX1413447,Null,
,HRI968371,Null,HRS1236317,,T314,female,HRR1756596,HRR1756596_r2.fq.gz::NOT_FOUND,HRX1413447,Null,
,HRI968371,Null,HRS1236317,,T314,female,HRR1756948,HRR1756948_f1.fq.gz::NOT_FOUND,HRX1413799,Null,
,HRI968371,Null,HRS1236317,,T314,female,HRR1756948,HRR1756948_r2.fq.gz::NOT_FOUND,HRX1413799,Null,
,HRI968372,Null,HRS1236318,,T315,female,HRR1756597,HRR1756597_f1.fq.gz::NOT_FOUND,HRX1413448,Null,
,HRI968372,Null,HRS1236318,,T315,female,HRR1756597,HRR1756597_r2.fq.gz::NOT_FOUND,HRX1413448,Null,
,HRI968372,Null,HRS1236318,,T315,female,HRR1756949,HRR1756949_f1.fq.gz::NOT_FOUND,HRX1413800,Null,
,HRI968372,Null,HRS1236318,,T315,female,HRR1756949,HRR1756949_r2.fq.gz::NOT_FOUND,HRX1413800,Null,
,HRI968373,Null,HRS1236319,,T316,female,HRR1756598,HRR1756598_f1.fq.gz::NOT_FOUND,HRX1413449,Null,
,HRI968373,Null,HRS1236319,,T316,female,HRR1756598,HRR1756598_r2.fq.gz::NOT_FOUND,HRX1413449,Null,
,HRI968373,Null,HRS1236319,,T316,female,HRR1756950,HRR1756950_f1.fq.gz::NOT_FOUND,HRX1413801,Null,
,HRI968373,Null,HRS1236319,,T316,female,HRR1756950,HRR1756950_r2.fq.gz::NOT_FOUND,HRX1413801,Null,
,HRI968374,Null,HRS1236320,,T317,male,HRR1756599,HRR1756599_f1.fq.gz::NOT_FOUND,HRX1413450,Null,
,HRI968374,Null,HRS1236320,,T317,male,HRR1756599,HRR1756599_r2.fq.gz::NOT_FOUND,HRX1413450,Null,
,HRI968374,Null,HRS1236320,,T317,male,HRR1756951,HRR1756951_f1.fq.gz::NOT_FOUND,HRX1413802,Null,
,HRI968374,Null,HRS1236320,,T317,male,HRR1756951,HRR1756951_r2.fq.gz::NOT_FOUND,HRX1413802,Null,
,HRI968375,Null,HRS1236321,,T318,male,HRR1756600,HRR1756600_f1.fq.gz::NOT_FOUND,HRX1413451,Null,
,HRI968375,Null,HRS1236321,,T318,male,HRR1756600,HRR1756600_r2.fq.gz::NOT_FOUND,HRX1413451,Null,
,HRI968375,Null,HRS1236321,,T318,male,HRR1756952,HRR1756952_f1.fq.gz::NOT_FOUND,HRX1413803,Null,
,HRI968375,Null,HRS1236321,,T318,male,HRR1756952,HRR1756952_r2.fq.gz::NOT_FOUND,HRX1413803,Null,
,HRI968376,Null,HRS1236322,,T319,male,HRR1756601,HRR1756601_f1.fq.gz::NOT_FOUND,HRX1413452,Null,
,HRI968376,Null,HRS1236322,,T319,male,HRR1756601,HRR1756601_r2.fq.gz::NOT_FOUND,HRX1413452,Null,
,HRI968376,Null,HRS1236322,,T319,male,HRR1756953,HRR1756953_f1.fq.gz::NOT_FOUND,HRX1413804,Null,
,HRI968376,Null,HRS1236322,,T319,male,HRR1756953,HRR1756953_r2.fq.gz::NOT_FOUND,HRX1413804,Null,
,HRI968377,Null,HRS1236323,,T320,female,HRR1756602,HRR1756602_f1.fq.gz::NOT_FOUND,HRX1413453,Null,
,HRI968377,Null,HRS1236323,,T320,female,HRR1756602,HRR1756602_r2.fq.gz::NOT_FOUND,HRX1413453,Null,
,HRI968377,Null,HRS1236323,,T320,female,HRR1756954,HRR1756954_f1.fq.gz::NOT_FOUND,HRX1413805,Null,
